10010 10100
00010011110100100001010110110100010011000010001011110011000000010010010111011111111100001001011110111010011010111101100100100000111110010011011011100100111000000000011101110010010110010110111010110010100100100101101111110001000000001110000111000101011001101111010101001010111101010000000100001010010110000000011011011011110011100011111011010010010011111111010001111000001010111100010101000000011011011111111011001010101100000101110101001000111010001100100 11010001000110100010111101010010111111000011010010001101000000000101111010100000111001000100111101111010011100110111010001101001111000001010010010001010110011011000010011011101011110100100100110000010111000111111000000100010000001001000001011001111000100110101110000100101000001000000101000000010000101000010010111111110011011001011110001110011101010000011100110000001010010010011000001100001000110111010111011000000111001010111010001111001001000111001000
1101000100001101000110000010101110111001100011000000000101101001001001000101101011010101101101100111011000011110100110110101010101011011011010111011100010000101000000000011110011010110010100001111110010010000001001110011010011011110001101010101011101101010100000110111110001011000000111100010011101111110010111010110000101110011011111000111100001100111100101111010011000110010101101100111010000110010111110001001100011110100010100000010110111111001010110100011 0111001010111111010111101110101110011100000100000000001110010101110000111011111011101111101000001000111100010011001001001110001001111011101010011011001101101110110111000100011001101010011001111110001011100101100010010110000101001010101110111101000101101101110100010101001001010110100100010110110000010100101100111110010011100100101000001001000110111100111101011110011100001011001100100001100001110101011110111000011001100110010010001100011001110100010101001000
100001101000100010110000100111000111111111001010000001101010010011000010100011010010010111000010111100110011100101001111101001011011001100100011010110100111000011010000000100111110001001010110011110001001100111110001001010010111011001111100001001110111010100111101001100110011001100001111010111101000101011000010011000101001101010100000101101010011001101101100111101010000011000111110000001100000000001001011001110000011101010011011111111101010011011001000001000100 100110000010000100100000001111100000001110010011001011110001111110111010011011111001111110001100011101101011101100100110000010110111000011100110010100000111001101010111100010001111010110000110011111001100101001110111111110111101101101001110110100111000110001100010101000110010001101011000000011010000111110010111110010101010000000000101011000101010001110011110110101101010000100111110011100001111000101001110101101001011100110000111111101001001110001101001000101110
01111100101100100011000011100011101000001111111000001110100111100011100001110110001010000110010000110111000011110010000001101111000101110010010001110100111110000100011001100001000011000100110010111100101100011100111001000011101010010110110100000000100001110000011011000100011110101000111010001101111111100111100101011001010110100001011000001000000110100001111101001000000100010010010111110011000011011110100000110110011101000100111110101110100100101110101101000111110101 10000000010000001010000101000110010000000110110100000111100100110000011001100000001100011110001000111011011010011001000111111001110111001101001101000011011011100111000000101111011001010001000101111011100001001100010000011111011001010000001010100000100010100111010101110000001111010011011110010100000101001001101100110001111111111000001001001010000110010111111001010100100010110101010001010000101110011010010100001110111001010100010111110110110011000110011001011010001110
1001110010010010001111100110000111101100001100000000011110101100001111010100000111111100101111101111111010110011111100000100010011111110111011100100100110110110101000010110111001111110101001111111010001100001100010001000110000000111011011011011101111010111011101100000010110000111010010111001011111001010111000100001101011111001110000110101110101110000111001111101000001010011100001011000011111001001101011000111010010110110110000111111101010011100000110100100110010010001000 0011010101111110111100011000000011011001110101111100100001010000110111110010111100100011001110111000101001000010000000100010101111000110100010000101001001001010111110010001101011000010110110100011110010011110011001010000001100001100110000111111011001001110010010101101101000110011111000001101111011101101100111010000101111100000010011000011111110000010111100110110111001111010101011100101001100010111111100110000001100100001010000010110111011011101101011001000011011101001011
101000111000011111101001110111011100101110011010011010010100111011000001001100000000101111011001100010100001110001111000010010011000011100010101001000111111010001000101111101001101111111010000000001010110110101110000000000001011000111000100111010010111010011001011101111101010001110011110111011001010101001010101101000011000100001001101000110100101000010111000000001001001101110000101100100110111001001111000001110100000000000101011111100100001011100100111101001000010100011011011 111110001111110100100100111000100111001101111010001101101100000000101110001110000110011000111101111000111110111000001010110001101000000101000000110101000111010000000011001011100110010001100010110111100100010100101000000101111111010010110001100110110001101010101000100010000101001110110000111001101001010110011001010000010011001111101101110011110011101101001101000110110000000110001001100101101000111110001011011000001100000110110100000011010001011001100011100011010011111100110001
01000000010100110000010101001001111010011000111010001001010010001000000010000111001010011000001011000011101101001011111011101101001110100110011111100000100000010001001110010101000111110100100111111010111101010001111101111001110000010100000111101000110011110011101010001101000000000101101011100111110100110101001111001011010101011101111011010011110010010000110010110111110010011001000001001110110000001111111100000011101101000000111001010100101011110000011100011101000101111010100001110 11000001001000100110001000101111011111011100011011001101101011100101100111110100001011011101001100110010011001010001011111100101100011110011000101101010110001011010111101010000100011111010110011101010101101100101001001010111001111101001101001010111011101001011010011110001111000110110000000101100101111011110100001000101001000011001111110011010101000111101110111110110001110110111010000110011011100110011100010110111001111000000010001100001111010010011010110000011000100010110000000100
0011101001110110001100001111011010001111111011110001011011110100110001010111101011010100110101101000100001101011000010100010000001011000110011000000110011010111101011111101000111101010111110100010011000000000011100000011000111011101110101001101110101110001000001001000100111100000100110001000110101110000110000000011000001110111010001011011000111101101110010101011111110100110110111100011010100101011011100000011011111010000010010100010001101110111000011110100000011100110111100101101011101 0101110011110100110110010101111110100000011101101001010001000000000010101110000001101001111111111100111001000010110100110010011111011100101010000101100100101101010001011010101110000000111101011011011100110111000111100101111000000101100001110111011100101110000000110001100111111010010001111101010101001011001001100100110010100110110100100110111001111101000101111100001011101101011110001000101101000010010011111010010001001000001011000100111001111010111010111001111101110000000100111010011111
110101000100111101111011011100011101101111010011000001011011101011110010011000100010110011000100011011111001011011011110110100011010100100101101000001011001010110001000011110001001010110000110111111110110110100101011111100010111011000111011101010000010100000110100010000100111110001111011100100100111100111000011000001001000101110101011110001001010110001110000101011001010111000010100101101000110111010001101011011000110001100011110100111001111000000110101101100110010100110100001110111010110000 111101110011000000010111110011001001110111010111001101001001111111011100011001100111000110110111001110000100101100000001110001010101001110111011111111011001000111011000100100110010101101010001010110010110111010000111110011000111011011011010111001011001101101001110010110010101100001000010001100111001011110101101010010111011000100010111111001101001010111111111110011000001010100010101011111100101100101001001000111000111011111010010100001001110001110100100101011111000110100011000000010111101010
01101110001101111001011101010000011110101101101011010101110100000110111101000011010110001001100111000000001010110110000001000100001101100010101100000010011001101000010000111000111010110001100000010000111001011100010010001001011001011101010111001111010011101000011000011111010000101001000110010111011000010001110010101100001001110000100101100101010100100110101110101110010111101111111001001011010000011111110101101100000000110000001110000001010111001011001000110000100101001000110000111111010100100010 10011100010111110000000111101111000000111110110011001011001101111010000100100101101110100101011100001110010010100101000110111000000110010111011111001101000011110000011001011101011110001111010110100111110111100110001101111100001100101100100000001110110000100000010010100011110000101010011111100001000100010111101101111110101000110110010001000010101000011001010001010000000111111110110001011000001110101000110101001100100011100101101100000100101000000000010000101101111101101111110011000111111010100001
